condition,image,image_id,arrival_stage,class_id,presentations,historical_reviews,current_reviews,first_step,last_step,last_stage,mean_step_gap,median_step_gap,p90_step_gap,minimum_step_gap,maximum_step_gap,last_confidence,last_quality,next_due_clock,mean_lateness,censored_wait_steps,next_review_censored,terminal_overdue_ticks,no_historical_review
uniform_h1024,14411,996db8ccb96f2a48c900339e3532e2b2ef0e5b509f00f7fe29414733758ad944,29,113,2,0,1,3169,3201,29,32.0,32.0,32.0,32.0,32.0,0.9996970891952515,,,,2052,True,,True
uniform_h1024,14412,996fb1916ca9aa14f3dd047a1d8d5a946ab2585d542dcb0673d98859a6a985f8,10,37,17,11,5,1394,4684,44,205.625,95.0,483.0,2.0,870.0,0.02018793672323227,,,,569,True,,False
uniform_h1024,14413,997045f8f2b29b401312b5255a6a33f86286c08aaa604dbfed2100fb37a68b5e,13,48,15,11,3,1676,4906,47,230.71428571428572,135.0,479.3000000000002,5.0,935.0,0.6628403067588806,,,,347,True,,False
uniform_h1024,14414,9971899ffac183d92d29951545c8fac25ddcf7d9e8b3a1e1a40c6f68c21c1839,5,17,27,21,5,715,5201,50,172.53846153846155,81.5,419.0,6.0,1029.0,0.9712175130844116,,,,52,True,,False
uniform_h1024,14415,9977d9d92507ab83b45d4be3b9efceae82212b4532ea485f2481d09254530b4a,15,59,17,13,3,1870,5047,48,198.5625,76.5,547.5,5.0,999.0,0.5876569151878357,,,,206,True,,False
uniform_h1024,14416,9978969539fce3bb845392c9ff618fbf184fd1ca2dedd20b1a5f0b072804383d,2,4,52,47,4,110,5100,49,97.84313725490196,41.0,204.0,6.0,717.0,0.9596468806266785,,,,153,True,,False
uniform_h1024,14417,997d2e9b5ba73e13b78b492a994b2088d57d1b455c29a86c81a06506bdb6ac48,33,131,10,5,4,3570,5016,48,160.66666666666666,92.0,393.6,2.0,424.0,0.9390419721603394,,,,237,True,,False
uniform_h1024,14418,997ee523044a133c96d53b389ee156fa5b28a94375b00d607c1445eb9849478b,29,115,7,5,1,3171,5144,49,328.8333333333333,222.5,749.0,13.0,1252.0,0.8286759257316589,,,,109,True,,False
uniform_h1024,14419,997f6362185f24b70207c1700e4d89d551d99bf9adbf9fe7b7fb90fe1dfed08c,47,185,3,0,2,4889,4911,47,11.0,11.0,17.4,3.0,19.0,0.9995782375335693,,,,342,True,,True
uniform_h1024,14420,998567e4b3080077f9171c50e49d107b7ba2857dba9e967219750db8ab02393f,39,154,2,0,1,4154,4161,39,7.0,7.0,7.0,7.0,7.0,0.6965996026992798,,,,1092,True,,True
uniform_h1024,14421,998a3b3943b8291e40a897e523499c9de365e7ea219090d93b8cdbafd6845d9e,1,3,28,25,2,6,4533,43,167.66666666666666,81.0,564.2,1.0,785.0,0.7976748943328857,,,,720,True,,False
uniform_h1024,14422,998e327b27c98701a3e05c5392351be90dae3fa91e07cf0a15e22f26d697f5a9,21,83,12,8,3,2434,5231,50,254.27272727272728,113.0,408.0,11.0,1221.0,0.7974761724472046,,,,22,True,,False
uniform_h1024,14423,998f00f33afd95784761febe4dd5ba33da5932d3f69e0d87e2ebd496efaac63d,8,28,24,20,3,1173,4959,47,164.6086956521739,85.0,501.0000000000002,18.0,777.0,0.0005170968943275511,,,,294,True,,False
uniform_h1024,14424,999779e35a67b41a66d42d0e8c53749da812672d75d0a9a3d920336f1855d551,43,171,4,1,2,4530,4678,44,49.333333333333336,35.0,92.60000000000001,6.0,107.0,0.023337623104453087,,,,575,True,,False
uniform_h1024,14425,9998c1454009f626cdc39a36f52d67939e343ca4eb41ca7f7259718ef0d75f5b,29,113,10,7,2,3170,4940,47,196.66666666666666,98.0,475.4,9.0,481.0,0.9963460564613342,,,,313,True,,False
uniform_h1024,14426,9999cc987aa2fede9fb74dd56cab5c722ae4956833e0095d414fa5d5abe822f5,18,71,11,9,1,2160,4732,45,257.2,140.0,550.7999999999998,3.0,846.0,0.701088011264801,,,,521,True,,False
uniform_h1024,14427,999ce6b1e479a7ed3615fcbd8dc4af3fd7c091565216904c8fedfb2232ab3948,3,10,29,21,7,279,4875,46,164.14285714285714,123.5,327.2,3.0,800.0,0.9698402285575867,,,,378,True,,False
uniform_h1024,14428,999f0b35584f09a4728ab2e3f91ffd37bed97973dfd927c0905ae6f6173895c2,15,59,11,9,1,1872,4823,46,295.1,206.5,728.6,65.0,752.0,0.9998804926872253,,,,430,True,,False
uniform_h1024,14429,99a2b49584038890a1af98182a155e7168a3980d4ce4fa02e652bd28e39e3453,4,14,30,22,7,504,4469,42,136.72413793103448,60.0,384.5999999999999,2.0,737.0,0.9769980311393738,,,,784,True,,False
uniform_h1024,14430,99a37c9e388fd8e2446a1878c1d6198415e385936ce503814d77f82fec4f34ea,32,124,3,2,0,3482,4500,42,509.0,509.0,620.2,370.0,648.0,0.0023579616099596024,,,,753,True,,False
uniform_h1024,14431,99a385a9d4209691a3461306c4078042a9d5380492630d70e6c4f553b40d63c0,37,146,5,2,2,3955,5085,49,282.5,128.5,668.3000000000002,13.0,860.0,0.23206418752670288,,,,168,True,,False
uniform_h1024,14432,99a559d39d22b53c4eabdd1b52616429e1fb58b4163ad3c6af982e2e5c6ad335,2,6,29,26,2,113,4233,39,147.14285714285714,101.5,321.5,6.0,603.0,0.3989103436470032,,,,1020,True,,False
uniform_h1024,14433,99a78abf641645268319f3bd0bb07039a44e9ecd41bbe7cb2630224ac2343b08,50,199,6,0,5,5162,5249,50,17.4,5.0,42.6,1.0,55.0,1.0,,,,4,True,,True
uniform_h1024,14434,99a885fe3af02836c037520fb7143542b0b616cdb8a9f76c68363618f2d29741,40,158,5,2,2,4252,5197,50,236.25,229.0,457.20000000000005,4.0,483.0,0.00765221007168293,,,,56,True,,False
uniform_h1024,14435,99aa41fd943cc7dc6ba7cce23e1ef64279fc2b0266a1503d2ad26814cf028370,19,72,10,9,0,2249,4799,46,283.3333333333333,141.0,554.4000000000001,2.0,1200.0,0.14805392920970917,,,,454,True,,False
uniform_h1024,14436,99ad33dc9ba2ec92a86ead90a566197d80edcbb5074f86f28cc9ee806deab993,43,171,7,5,1,4525,4996,48,78.5,78.5,129.0,3.0,144.0,0.0010704874293878675,,,,257,True,,False
uniform_h1024,14437,99ad94c28182d82f818a39351edc25859bfc68c902696acda10222f5cc0b2441,36,140,5,3,1,3846,4752,45,226.5,92.5,517.2,22.0,699.0,0.08940257132053375,,,,501,True,,False
uniform_h1024,14438,99af5420e87e961b4007802e7ac71d505ba9dec69a8508d2526e5536ef0e50e4,10,39,20,18,1,1392,5227,50,201.8421052631579,145.0,378.5999999999999,20.0,1050.0,0.8194143772125244,,,,26,True,,False
uniform_h1024,14439,99af9c3838f2be5ba2d9df00bea3cbf98db36d8c603024d700045472c1b5e266,41,161,7,0,6,4344,4414,41,11.666666666666666,9.0,21.5,4.0,24.0,0.9999502301216125,,,,839,True,,True
uniform_h1024,14440,99af9eee4fd9a3889f8a019f34aa26d6433c0580c37dce32dd1e708c0e92e588,2,4,37,34,2,114,5101,49,138.52777777777777,70.0,395.0,6.0,620.0,0.7604642510414124,,,,152,True,,False
uniform_h1024,14441,99b03a3ac47561251f69281060ec5d206f41a5ef28947065e2ae0a44e1d3cff5,42,164,6,3,2,4427,4964,47,107.4,133.0,164.4,1.0,178.0,0.0044056326150894165,,,,289,True,,False
uniform_h1024,14442,99b1aeb80d45353f5eb86b5936fcfab0037e293f4561ce770d505d5606796057,1,2,35,31,3,6,4200,39,123.3529411764706,84.5,284.09999999999997,1.0,586.0,0.9927071332931519,,,,1053,True,,False
uniform_h1024,14443,99b4a4f2ece3c376cf1880ef19202ddf180911a0354d427d0c867e26d4dcbbcc,2,4,35,31,3,107,4943,47,142.23529411764707,97.5,362.7,2.0,518.0,0.9260886907577515,,,,310,True,,False
uniform_h1024,14444,99b665124dc4f63495f8ea62391e021f65d62adb724d6ddb01213cae21068fd7,17,65,13,10,2,2063,4876,46,234.41666666666666,249.5,372.8,28.0,521.0,0.9751594066619873,,,,377,True,,False
uniform_h1024,14445,99c67c4d1c3512be6fdf2379f111726e5a8a4200bb43b27f3848aa0ae9b1848e,3,11,29,22,6,281,4071,38,135.35714285714286,61.5,314.4000000000001,1.0,715.0,0.9488822817802429,,,,1182,True,,False
uniform_h1024,14446,99d052428c81edde93f38f8e60eab453af7a7a749a24e5df86597db688a35104,33,130,12,6,5,3573,5192,50,147.1818181818182,27.0,450.0,3.0,676.0,0.9920001029968262,,,,61,True,,False
uniform_h1024,14447,99d13ed7a6242b1d61262402b6038592d7649e0bcef8b80195b99949bc801221,24,92,12,7,4,2724,4968,47,204.0,139.0,530.0,6.0,628.0,0.2880675196647644,,,,285,True,,False
uniform_h1024,14448,99d614c8bf9b7d44b43494f088250cfb423ba096f472c7b662cd288024203785,21,81,15,11,3,2433,4820,46,170.5,98.5,349.5,6.0,677.0,0.998365581035614,,,,433,True,,False
uniform_h1024,14449,99dae8662d564086c9244667646e926e3968275cba03b09c8b4de9e5bb1cd4e2,21,83,6,5,0,2433,4997,48,512.8,496.0,743.2,249.0,748.0,0.0455741360783577,,,,256,True,,False
uniform_h1024,14450,99dc5c2b434c57e6a1c824a6322f536780a2bbadf0abb2269d81e156714dcc8b,40,159,2,0,1,4248,4254,40,6.0,6.0,6.0,6.0,6.0,0.9999990463256836,,,,999,True,,True
uniform_h1024,14451,99de45406a3b2a9243fc40ab6c28bbfedf1efdd574faeab58f41280b7fc9e2f7,36,140,4,3,0,3849,4807,46,319.3333333333333,227.0,480.6,187.0,544.0,0.9565569162368774,,,,446,True,,False
uniform_h1024,14452,99dec2cb54dd3c1bade832d096dd7be2152db85ef7fe7aa42a101ea06127428b,27,106,13,5,7,2986,4985,48,166.58333333333334,31.0,605.2000000000002,1.0,644.0,0.7221521735191345,,,,268,True,,False
uniform_h1024,14453,99dec9c588bdc412b40120398daf32c61debf5a0e905078204bc7528aaadcc58,39,154,7,1,5,4155,4360,41,34.166666666666664,20.0,77.0,3.0,124.0,0.14645567536354065,,,,893,True,,False
uniform_h1024,14454,99e2836bbb60b0f58b381f49fb9964454c114420d533fa199e31568a162b8491,13,48,25,19,5,1674,4535,43,119.20833333333333,63.0,309.2999999999999,7.0,595.0,0.6686725616455078,,,,718,True,,False
uniform_h1024,14455,99e61ed34231fbbb512c6d8c8f4ab51fcdb7eea71f5b00a66d10612847f86f70,9,33,18,17,0,1289,4468,42,187.0,198.0,361.8,19.0,432.0,0.9747815132141113,,,,785,True,,False
uniform_h1024,14456,99ec8ee3b992f6965c9e26a54be2501cded8943446fef316b1528bb65a74a8ec,26,101,4,1,2,2895,5194,50,766.3333333333334,31.0,1799.8000000000002,26.0,2242.0,0.2694597840309143,,,,59,True,,False
uniform_h1024,14457,99eeb20b72aba35a89e56d56152f6a070d03b9de725b22c893eeadda423dfb0a,20,77,10,7,2,2340,4902,47,284.6666666666667,210.0,612.4000000000001,4.0,1126.0,0.8507132530212402,,,,351,True,,False
uniform_h1024,14458,99ef92881f6c5c64138fa2266f09f50096f192a50564ac237e6239dee970edcc,43,168,8,0,7,4528,4599,43,10.142857142857142,9.0,16.6,4.0,19.0,0.12008258700370789,,,,654,True,,True
uniform_h1024,14459,99f61181f75982469b5d2b3786d930a1712c1cecc24ce39be8b3e0dc8785672e,9,32,23,15,7,1291,3925,36,119.72727272727273,61.0,378.7000000000002,3.0,516.0,0.2459760457277298,,,,1328,True,,False
uniform_h1024,14460,99f697ccdba0e0d55a7fa7d0e6fd4c53ad964b2fdcf08b2084e186eaa136ebd3,9,35,14,11,2,1295,4902,47,277.46153846153845,160.0,501.00000000000006,6.0,1505.0,0.8750476837158203,,,,351,True,,False
uniform_h1024,14461,99f748cc9546325675dd7bb522a5ea2cfbd6b99a6c8799ef61bb0b607c6716fe,25,98,8,6,1,2808,5226,50,345.42857142857144,200.0,741.4000000000002,41.0,1081.0,0.08201132714748383,,,,27,True,,False
uniform_h1024,14462,99f83a8220227646992337125ee6485037d99e361dca91ebd44743066ecd5635,8,31,20,14,5,1178,4657,44,183.10526315789474,56.0,533.2,2.0,997.0,0.9999690651893616,,,,596,True,,False
uniform_h1024,14463,99f8bdc23a7038d7c0fb07954bd919534ff15bb777ecebcb28e17cb22d42adb5,31,121,7,5,1,3388,5080,49,282.0,221.0,546.5,62.0,613.0,0.9977980852127075,,,,173,True,,False
uniform_h1024,14464,99fad94aca29de722b573ee57239722c31ffe828af4a6b70ef59d501e6a8e52d,2,4,30,24,5,113,4365,41,146.6206896551724,75.0,326.2,3.0,1028.0,0.9991782903671265,,,,888,True,,False
uniform_h1024,14465,99faf1fe902be10a670b2ed7cc461845f0bf8d823254861443cc6b6e5b8b514b,3,10,29,18,10,279,4191,39,139.71428571428572,77.5,334.20000000000005,3.0,566.0,0.006677304860204458,,,,1062,True,,False
uniform_h1024,14466,99fb9b1480e9b9d0d46b9f7696b1290d0c6e6d82735f4381afe70a6ff089c8bd,21,83,7,5,1,2438,4467,42,338.1666666666667,231.0,731.0,49.0,855.0,0.9909960031509399,,,,786,True,,False
uniform_h1024,14467,99fcdd6b539f807fbd181ab4068d36399810160957c2474760db4b42acb48164,33,128,5,3,1,3568,4418,41,212.5,117.0,483.1000000000001,15.0,601.0,0.9999674558639526,,,,835,True,,False
uniform_h1024,14468,99fd9984e2daa80aca574ebd37119e6637ba5cba28a17714095ee5bf8654dfb2,8,30,19,15,3,1175,4032,37,158.72222222222223,72.5,235.4,1.0,1560.0,0.9999947547912598,,,,1221,True,,False
uniform_h1024,14469,99fdd614c5096c36da1aacef413f85ad9e8d08216275db916ab976255cf8d13e,7,25,17,14,2,1054,5016,48,247.625,187.5,582.5,8.0,972.0,0.7598850727081299,,,,237,True,,False
uniform_h1024,14470,99fe6b168edc4a9d73e99826dd54dd7238752018afd2eb33bcc314defa1dfb4c,1,3,36,33,2,2,3993,37,114.02857142857142,84.0,235.8,2.0,626.0,0.8853450417518616,,,,1260,True,,False
uniform_h1024,14471,99ff4ef21e104fd8a7509b5e7ad94552972a64e7ead5fc643af12474ee68fbad,8,30,19,15,3,1177,5085,49,217.11111111111111,52.5,681.8000000000003,5.0,1182.0,0.9991834759712219,,,,168,True,,False
uniform_h1024,14472,99ffc94bf4cfa515f2f75d4132612ca1662b8505fc4fcefc4e9f39f3a272b970,38,151,6,3,2,4050,5140,49,218.0,84.0,509.6,5.0,616.0,0.9858151078224182,,,,113,True,,False
uniform_h1024,14473,9a000612286148fac1e7b5c88753691cf00738be1af4c927ba56ed99e37e1f18,14,53,18,17,0,1770,5015,48,190.88235294117646,163.0,372.80000000000007,43.0,478.0,0.24993295967578888,,,,238,True,,False
uniform_h1024,14474,9a08802ae5b11f5059806e26038ac99d7ab65c95018d83c7f4438b687d85f50f,42,165,5,3,1,4432,4963,47,132.75,97.0,262.00000000000006,6.0,331.0,0.18956351280212402,,,,290,True,,False
uniform_h1024,14475,9a08ae11b8a54609d73193dfd46c6457624ae0de599f2259e9b41963ba076f46,16,63,18,13,4,1961,5140,49,187.0,177.0,443.40000000000003,16.0,507.0,0.9999465942382812,,,,113,True,,False
uniform_h1024,14476,9a0a1a8cba31201f2648e39e145ce1996f51264fb94a57504422351da65f7799,9,33,16,12,3,1288,3718,34,162.0,115.0,326.0,12.0,528.0,0.7246893644332886,,,,1535,True,,False
uniform_h1024,14477,9a0c1d13d23db1f5cfa0bad6cd09849efce9debd8b5100b20055d454d5a9d0ac,35,138,7,4,2,3743,5250,50,251.16666666666666,253.0,455.5,23.0,555.0,0.9979435801506042,,,,3,True,,False
uniform_h1024,14478,9a0d78f2664d38efd4c20f3ece7b488eff8d5de9318ba6a9aff1e48c79ad105d,14,53,12,9,2,1769,4669,44,263.6363636363636,255.0,568.0,24.0,1005.0,0.8736886978149414,,,,584,True,,False
uniform_h1024,14479,9a12b48cce43739f3e29acbafe2d6211412b8e2c51d465344db0d46f612701e2,12,44,11,10,0,1584,4268,40,268.4,168.0,714.3,11.0,753.0,0.0013566375710070133,,,,985,True,,False
uniform_h1024,14480,9a170606d23933adc406d804ada35c191b56d97c605da485f242cc12bb9e811b,42,165,5,2,2,4428,4974,47,136.5,69.0,313.30000000000007,8.0,400.0,0.9868430495262146,,,,279,True,,False
uniform_h1024,14481,9a176aa031ff07f7f1e2295428132fdcc38f57fbf113a8fe08edde262c45854e,24,94,8,6,1,2725,5103,49,339.7142857142857,129.0,881.6000000000001,24.0,1115.0,0.16624750196933746,,,,150,True,,False
uniform_h1024,14482,9a1a1e1aa408c13d094762995b7edfaa4a578e693350e50cb04b7d0f634bb35c,47,187,2,1,0,4885,5223,50,338.0,338.0,338.0,338.0,338.0,0.005314326379448175,,,,30,True,,False
uniform_h1024,14483,9a1ca55e9242930162448897d18af114f85ddc8070e77aed00d2e682ec1ebb87,21,83,14,11,2,2435,5242,50,215.92307692307693,168.0,474.80000000000007,2.0,867.0,0.9996973276138306,,,,11,True,,False
uniform_h1024,14484,9a1f5541f9dd635eabfde8aaefbfd1ba1028bfd16f5a30e43798e09d1aac8aa2,47,186,5,0,4,4885,4920,47,8.75,11.0,11.7,1.0,12.0,0.9997356534004211,,,,333,True,,True
uniform_h1024,14485,9a232ad7981e0b77bd0f0ba5127b486cc69da86f2bec18dcc51fb82c7edaa195,2,5,33,27,5,108,4951,47,151.34375,91.5,278.3000000000001,1.0,875.0,0.9975607395172119,,,,302,True,,False
uniform_h1024,14486,9a24d3db390d464dac53d07943b8b504cd79c667fffa9c90c9cd16f4b1ded0f1,46,183,4,1,2,4789,5039,48,83.33333333333333,15.0,182.20000000000002,11.0,224.0,0.9990875720977783,,,,214,True,,False
uniform_h1024,14487,9a24fb12924daae988be5dbcac52dfe402b5bf592db16ae00eaa4d45864e86c7,16,61,12,10,1,1966,5098,49,284.72727272727275,211.0,431.0,11.0,1041.0,0.9994888305664062,,,,155,True,,False
uniform_h1024,14488,9a25faf845c47ada46a5fe873b749737964341144163353ef4f4c077334bfbdb,32,126,6,2,3,3479,4848,46,273.8,37.0,679.4,6.0,767.0,0.5537176132202148,,,,405,True,,False
uniform_h1024,14489,9a26f48d477cabc6fdf51ee16d631e48ff9eb974141dc6f342f58ccb30db1410,33,129,8,3,4,3572,4992,48,202.85714285714286,18.0,588.8000000000003,1.0,1112.0,0.13249027729034424,,,,261,True,,False
uniform_h1024,14490,9a289c78240fcdf5e7e48bf5168864826444632c48a597d3e2bcfe01eae6d1b1,17,64,10,7,2,2060,4565,43,278.3333333333333,206.0,582.2,21.0,743.0,0.9997205138206482,,,,688,True,,False
uniform_h1024,14491,9a2a2ce16b137ab1ac6589db39583aae4105a845bcedcd366992c3b59f535366,1,1,32,25,6,7,4509,42,145.2258064516129,72.0,273.0,1.0,883.0,0.9999879598617554,,,,744,True,,False
uniform_h1024,14492,9a2b24978af33cb0e41c94abae6a1b96e51d8ce5393a54352433f55df047b4ba,50,199,4,0,3,5165,5208,50,14.333333333333334,17.0,18.6,7.0,19.0,1.0,,,,45,True,,True
uniform_h1024,14493,9a2cca1ef72189f9a8738b3a70015fec5ee973ffd3e3f42e81268b7679d824ba,25,98,6,2,3,2809,5232,50,484.6,32.0,1226.8,17.0,1428.0,0.9971224665641785,,,,21,True,,False
uniform_h1024,14494,9a2d892896eb5edbd3d15783a7e68eae8a2664a6d2dbe9b39ff72531034d9bd0,1,2,42,35,6,5,4842,46,117.97560975609755,54.0,254.0,1.0,923.0,0.5450565218925476,,,,411,True,,False
uniform_h1024,14495,9a30ca946327485dece3454c9822069949f4082b03d5dbf6d411a8933c81f804,22,84,11,6,4,2534,3971,37,143.7,85.0,330.69999999999993,8.0,445.0,0.014681416563689709,,,,1282,True,,False
uniform_h1024,14496,9a317f2a071cc86309ccefc3ce45c9f1c5ff9c013ec9b440c4bc4fdf8c876101,34,135,9,5,3,3661,5008,48,168.375,116.5,344.5999999999999,7.0,584.0,0.9998406767845154,,,,245,True,,False
uniform_h1024,14497,9a31b064a07f1ab64bdc9e967fc36adad58dae047cfa68415ccf770499ac2918,38,150,3,1,1,4052,4454,42,201.0,201.0,325.8,45.0,357.0,0.9928954839706421,,,,799,True,,False
uniform_h1024,14498,9a34223acf92fd12f024e1b79e774c9751bc80569a3178bea5bb89191d1917bd,1,0,21,17,3,6,4818,46,240.6,142.0,618.6000000000003,1.0,908.0,0.19860170781612396,,,,435,True,,False
uniform_h1024,14499,9a39274f7f47622229f223f8124e72e8ad89742f563558f5df6cff277beac722,27,105,15,12,2,2987,5253,50,161.85714285714286,103.0,308.7,5.0,667.0,0.9974731206893921,,,,0,True,,False
uniform_h1024,14500,9a3be3ae85358b7b1f10a5d9bab3b253009780ef9c25d0e65e0b4ed509f2e597,17,66,17,13,3,2066,5229,50,197.6875,91.0,376.0,2.0,964.0,0.006072233896702528,,,,24,True,,False
uniform_h1024,14501,9a3c4311aa7029d89376f165b026485e43f9981672e38d31a90b3f97b76bd8f1,31,120,12,7,4,3384,4922,47,139.8181818181818,77.0,219.0,3.0,753.0,0.9858895540237427,,,,331,True,,False
uniform_h1024,14502,9a3cb14278e3056b249d7ffe3dd60dbaaf6b3d5ce8b8e08bdc2d13c6bfeb869b,42,166,7,4,2,4430,4834,46,67.33333333333333,66.0,110.5,6.0,123.0,0.9973004460334778,,,,419,True,,False
uniform_h1024,14503,9a445dff156a7b81e12afd64745c67945852e92c2ff84627f88b621c0142676a,14,55,14,10,3,1769,5211,50,264.7692307692308,114.0,702.2,13.0,1156.0,0.9990039467811584,,,,42,True,,False
uniform_h1024,14504,9a45d0959b8fc80a4c242ae791573831bb2a594d015e9b8fec65549963efd0ec,28,109,8,3,4,3080,4667,44,226.71428571428572,31.0,591.8000000000001,1.0,650.0,0.999865710735321,,,,586,True,,False
uniform_h1024,14505,9a48fa2f09801b9573c595d8192f6d78ad6ff4626b261a4d500a5968db17a0f7,3,9,26,20,5,278,4860,46,183.28,93.0,271.6,5.0,2066.0,0.259626567363739,,,,393,True,,False
uniform_h1024,14506,9a50392926dd4faa2d75966298a115bdf41dbc35165cb75cd607b35170d7587b,45,178,4,1,2,4699,5057,48,119.33333333333333,35.0,249.4,20.0,303.0,0.9946538209915161,,,,196,True,,False
uniform_h1024,14507,9a52bc90d3994be2db21fff3b64aa43fcc060b0df9d3b7cdefa0a6b1adcfcc56,24,92,12,5,6,2722,4875,46,195.72727272727272,16.0,569.0,4.0,1440.0,0.04807588830590248,,,,378,True,,False
uniform_h1024,14508,9a58c29c61f50d0530a9bcc3cdd2e4940780652069109213f8b78e4074142f14,45,177,6,0,5,4701,4783,45,16.4,18.0,24.8,5.0,28.0,0.9999971389770508,,,,470,True,,True
uniform_h1024,14509,9a5ea4637eed94bb16c70fb2031aa290325165860eecfb5aa8b24823cfcf0035,25,99,9,6,2,2809,4906,47,262.125,296.0,495.5,17.0,513.0,0.9959810972213745,,,,347,True,,False
uniform_h1024,14510,9a604dc8135b5f68f3944e250358505ee8a75e0da3bcfadc535f1c5de5e70fbd,50,198,2,0,1,5167,5209,50,42.0,42.0,42.0,42.0,42.0,0.9999998807907104,,,,44,True,,True
uniform_h1024,14511,9a6ba944e9d937b411bf8ea1914465a59cf8b0e6c476f12f88ba097ba990026f,27,107,14,8,5,2988,5202,50,170.30769230769232,131.0,305.20000000000005,1.0,731.0,0.9998828768730164,,,,51,True,,False
uniform_h1024,14512,9a6ec8ce004d846bb303bc5a2c414d9ac216b520f7df4ac3e628ac5b4c4c6beb,19,72,12,8,3,2252,4992,48,249.0909090909091,248.0,439.0,4.0,622.0,0.2916342318058014,,,,261,True,,False
uniform_h1024,14513,9a6f608de4f3016698b73208911b183d8e7693d8da0229df4543d058577cfac9,49,192,3,0,2,5074,5117,49,21.5,21.5,25.1,17.0,26.0,0.034621644765138626,,,,136,True,,True
uniform_h1024,14514,9a7115228842be9e3569d49863132e370e3398042e8c877631481ef8a40bee0b,17,65,10,7,2,2060,5090,49,336.6666666666667,323.0,632.2,20.0,721.0,0.8466001152992249,,,,163,True,,False
uniform_h1024,14515,9a71c34e8f6e2ef3efa73f45ae96cfaeaa6506a87a16f62a11d3ba663b205b8d,27,106,10,7,2,2988,4956,47,218.66666666666666,175.0,471.6,11.0,586.0,0.012966589070856571,,,,297,True,,False
uniform_h1024,14516,9a7304b0c407f6156a0002779c10c950367185285ac0c3194e38256523ace6e9,20,76,16,11,4,2340,4403,41,137.53333333333333,71.0,304.5999999999999,1.0,682.0,0.9945464134216309,,,,850,True,,False
uniform_h1024,14517,9a73a5c1f096385be003a311ac2ff7633c22c07fad47b38106901aa61e4c4877,13,50,15,13,1,1673,4771,45,221.28571428571428,211.5,410.20000000000005,10.0,530.0,0.6304395794868469,,,,482,True,,False
uniform_h1024,14518,9a7b1768b01f24c757b0c319c4a80342fd52aca0e7cf1969698b467c2a7d89ef,46,183,3,0,2,4791,4864,46,36.5,36.5,36.9,36.0,37.0,0.039018772542476654,,,,389,True,,True
uniform_h1024,14519,9a7e0a1d638b7466c05fdf85f3aa3c415fde88810b06cca9a4ece1727c04d45a,41,162,7,1,5,4345,4812,46,77.83333333333333,10.0,220.0,3.0,422.0,0.9569453597068787,,,,441,True,,False
uniform_h1024,14520,9a84ab1e67b7d8af8d4bb566c0e2abc37e69c6f5ae1fbdc48d1dcc7f20588bf5,22,84,14,10,3,2531,5181,50,203.84615384615384,118.0,447.00000000000006,5.0,523.0,0.6630045771598816,,,,72,True,,False
uniform_h1024,14521,9a872609a7e52ae3b4aa9615fd2476d23e32b6a4068a7c924c937f0bb18735ac,42,167,2,1,0,4429,4971,47,542.0,542.0,542.0,542.0,542.0,0.9766606092453003,,,,282,True,,False
uniform_h1024,14522,9a890f8c9511e3a4ccebb427998726fc4573696393de08adc67a3d66ad7c2aca,50,198,4,0,3,5168,5240,50,24.0,31.0,38.2,1.0,40.0,1.0,,,,13,True,,True
uniform_h1024,14523,9a8b02901417f399276b8e9c653ad292445000378c590308d500157e4494e96c,49,195,6,1,4,5076,5183,50,21.4,22.0,40.400000000000006,4.0,52.0,0.9691134691238403,,,,70,True,,False
uniform_h1024,14524,9a8ccb4463b67029947cf7b398fe867b5108e8c9a019b2c043231291a7cae649,15,59,15,10,4,1873,5092,49,229.92857142857142,114.0,519.1000000000004,5.0,1375.0,0.11272548139095306,,,,161,True,,False
uniform_h1024,14525,9a8ddb2cad81eb3823224a8f51aa4601de36bc4550dd003fa27b3bbe9b36fe2f,36,143,7,4,2,3847,5195,50,224.66666666666666,191.0,461.0,14.0,637.0,0.9263196587562561,,,,58,True,,False
uniform_h1024,14526,9a8f30cd6f43ffb4b9cebf0cbba8ef2b436f142c70ce8a9dae58dcf3ef9f7054,27,104,7,5,1,2986,5122,49,356.0,340.0,677.0,36.0,761.0,0.8437797427177429,,,,131,True,,False
uniform_h1024,14527,9a967c53806bb3c2b56a4b0fe87d2b9cf5ded9e9f739fabd8210b819541604d7,14,53,12,9,2,1770,4282,40,228.36363636363637,112.0,550.0,7.0,723.0,0.9135797619819641,,,,971,True,,False
uniform_h1024,14528,9a9ed688d0fd7322807d7f29354421b2b979a62888d78bc27bfc1673f97b7fec,35,136,7,5,1,3745,5135,49,231.66666666666666,106.5,564.5,15.0,810.0,0.9809743165969849,,,,118,True,,False
uniform_h1024,14529,9aa4e21e93f441cb32a016bdd214d51fce152b842b1440311ed02dc0dfca4218,30,117,9,5,3,3273,5218,50,243.125,54.5,687.1,8.0,797.0,0.8886120319366455,,,,35,True,,False
uniform_h1024,14530,9aa60e983a707d8f14ee62edf91c49a376e4560b3f1c066ee8d4974a59ff4630,10,37,24,21,2,1397,5086,49,160.3913043478261,92.0,384.20000000000005,14.0,599.0,0.018410546705126762,,,,167,True,,False
